feature	score	p-value	#I-out-of-20	#O-out-of-334
,,group_9455	18.1797262618	2.01007231846e-05	3.0	4.0
,,hcaR_6	18.1797262618	2.01007231846e-05	3.0	4.0
,,group_7478	18.1797262618	2.01007231846e-05	3.0	4.0
,,group_14006	18.1797262618	2.01007231846e-05	3.0	4.0
,,group_1334	18.1797262618	2.01007231846e-05	3.0	4.0
,,group_13986	18.1797262618	2.01007231846e-05	3.0	4.0
,,group_16934	18.1797262618	2.01007231846e-05	3.0	4.0
,,dctM_2	18.1797262618	2.01007231846e-05	3.0	4.0
,,group_22914	18.0219734444	2.18369807348e-05	6.0	17.0
,,group_22913	18.0219734444	2.18369807348e-05	6.0	17.0
,,group_12610	18.0072208524	2.20068626528e-05	5.0	12.0
,,group_10549	17.7070076064	2.57675595436e-05	8.0	29.0
,,rgy	17.2526946108	3.27233128919e-05	4.0	8.0
,,group_1379	17.2526946108	3.27233128919e-05	4.0	8.0
,,group_5124	17.2526946108	3.27233128919e-05	4.0	8.0
,,group_2103	17.2526946108	3.27233128919e-05	4.0	8.0
,,group_32116	17.2526946108	3.27233128919e-05	4.0	8.0
,,group_5573	17.2526946108	3.27233128919e-05	4.0	8.0
,,group_5016	17.2526946108	3.27233128919e-05	4.0	8.0
,,group_16590	17.2526946108	3.27233128919e-05	4.0	8.0
,,group_885	17.2526946108	3.27233128919e-05	4.0	8.0
,,group_16941	17.2526946108	3.27233128919e-05	4.0	8.0
,,group_2160	17.2526946108	3.27233128919e-05	4.0	8.0
,,group_22915	16.8583832335	4.02750397349e-05	6.0	18.0
,,group_14111	16.8583832335	4.02750397349e-05	6.0	18.0
,,nucS	16.8583832335	4.02750397349e-05	6.0	18.0
,,group_14127	16.8583832335	4.02750397349e-05	6.0	18.0
,,group_3440	16.7103488675	4.3542823905e-05	9.0	37.0
,,group_153	16.7103488675	4.3542823905e-05	9.0	37.0
,,group_21097	16.7	4.37809984773e-05	1.0	0.0
,,group_38836	16.7	4.37809984773e-05	1.0	0.0
,,group_838	16.7	4.37809984773e-05	1.0	0.0
,,group_21139	16.7	4.37809984773e-05	1.0	0.0
,,group_30776	16.7	4.37809984773e-05	1.0	0.0
,,group_30748	16.7	4.37809984773e-05	1.0	0.0
,,group_21029	16.7	4.37809984773e-05	1.0	0.0
,,group_14136	16.7	4.37809984773e-05	1.0	0.0
,,group_21023	16.7	4.37809984773e-05	1.0	0.0
,,group_36590	16.7	4.37809984773e-05	1.0	0.0
,,group_19182	16.7	4.37809984773e-05	1.0	0.0
,,group_21019	16.7	4.37809984773e-05	1.0	0.0
,,rclR_5	16.7	4.37809984773e-05	1.0	0.0
,,group_21047	16.7	4.37809984773e-05	1.0	0.0
,,group_21096	16.7	4.37809984773e-05	1.0	0.0
,,group_21129	16.7	4.37809984773e-05	1.0	0.0
,,group_38819	16.7	4.37809984773e-05	1.0	0.0
,,hmuV_1	16.7	4.37809984773e-05	1.0	0.0
,,group_33522	16.7	4.37809984773e-05	1.0	0.0
,,glcR	16.7	4.37809984773e-05	1.0	0.0
,,group_20985	16.7	4.37809984773e-05	1.0	0.0
,,group_32175	16.7	4.37809984773e-05	1.0	0.0
,,group_36549	16.7	4.37809984773e-05	1.0	0.0
,,group_9598	16.7	4.37809984773e-05	1.0	0.0
,,group_5944	16.7	4.37809984773e-05	1.0	0.0
,,group_36578	16.7	4.37809984773e-05	1.0	0.0
,,group_21113	16.7	4.37809984773e-05	1.0	0.0
,,potA_5	16.7	4.37809984773e-05	1.0	0.0
,,group_21187	16.7	4.37809984773e-05	1.0	0.0
,,group_30771	16.7	4.37809984773e-05	1.0	0.0
,,group_9317	16.7	4.37809984773e-05	1.0	0.0
,,group_21028	16.7	4.37809984773e-05	1.0	0.0
,,group_21201	16.7	4.37809984773e-05	1.0	0.0
,,group_21087	16.7	4.37809984773e-05	1.0	0.0
,,group_21197	16.7	4.37809984773e-05	1.0	0.0
,,group_36556	16.7	4.37809984773e-05	1.0	0.0
,,group_21132	16.7	4.37809984773e-05	1.0	0.0
,,group_6024	16.7	4.37809984773e-05	1.0	0.0
,,group_38827	16.7	4.37809984773e-05	1.0	0.0
,,mmcR_1	16.7	4.37809984773e-05	1.0	0.0
,,mmoC	16.7	4.37809984773e-05	1.0	0.0
,,group_21253	16.7	4.37809984773e-05	1.0	0.0
,,group_36540	16.7	4.37809984773e-05	1.0	0.0
,,group_38809	16.7	4.37809984773e-05	1.0	0.0
,,group_30759	16.7	4.37809984773e-05	1.0	0.0
,,group_5121	16.7	4.37809984773e-05	1.0	0.0
,,group_38824	16.7	4.37809984773e-05	1.0	0.0
,,group_30727	16.7	4.37809984773e-05	1.0	0.0
,,group_8208	16.7	4.37809984773e-05	1.0	0.0
,,group_14265	16.7	4.37809984773e-05	1.0	0.0
,,group_38829	16.7	4.37809984773e-05	1.0	0.0
,,group_21212	16.7	4.37809984773e-05	1.0	0.0
,,group_1267	16.7	4.37809984773e-05	1.0	0.0
,,group_36545	16.7	4.37809984773e-05	1.0	0.0
,,group_38820	16.7	4.37809984773e-05	1.0	0.0
,,group_21209	16.7	4.37809984773e-05	1.0	0.0
,,group_36570	16.7	4.37809984773e-05	1.0	0.0
,,group_36285	16.7	4.37809984773e-05	1.0	0.0
,,grsA	16.7	4.37809984773e-05	1.0	0.0
,,group_804	16.7	4.37809984773e-05	1.0	0.0
,,group_36584	16.7	4.37809984773e-05	1.0	0.0
,,bin3_2	16.7	4.37809984773e-05	1.0	0.0
,,group_19254	16.7	4.37809984773e-05	1.0	0.0
,,group_21114	16.7	4.37809984773e-05	1.0	0.0
,,group_21116	16.7	4.37809984773e-05	1.0	0.0
,,group_21089	16.7	4.37809984773e-05	1.0	0.0
,,group_6026	16.7	4.37809984773e-05	1.0	0.0
,,group_38795	16.7	4.37809984773e-05	1.0	0.0
,,group_10758	16.7	4.37809984773e-05	1.0	0.0
,,group_21122	16.7	4.37809984773e-05	1.0	0.0
,,group_32172	16.7	4.37809984773e-05	1.0	0.0
,,group_36533	16.7	4.37809984773e-05	1.0	0.0
,,group_26875	16.7	4.37809984773e-05	1.0	0.0
,,snaC	16.7	4.37809984773e-05	1.0	0.0
,,group_38766	16.7	4.37809984773e-05	1.0	0.0
,,group_38828	16.7	4.37809984773e-05	1.0	0.0
,,group_32170	16.7	4.37809984773e-05	1.0	0.0
