feature	score	p-value	#I-out-of-20	#O-out-of-406
,,group_21082	20.3	6.62005839055e-06	1.0	0.0
,,group_30726	20.3	6.62005839055e-06	1.0	0.0
,,group_21088	20.3	6.62005839055e-06	1.0	0.0
,,glgE2_1	20.3	6.62005839055e-06	1.0	0.0
,,group_9228	20.3	6.62005839055e-06	1.0	0.0
,,group_10657	20.3	6.62005839055e-06	1.0	0.0
,,group_36284	20.3	6.62005839055e-06	1.0	0.0
,,group_30757	20.3	6.62005839055e-06	1.0	0.0
,,group_38781	20.3	6.62005839055e-06	1.0	0.0
,,group_21183	20.3	6.62005839055e-06	1.0	0.0
,,group_36521	20.3	6.62005839055e-06	1.0	0.0
,,group_4615	20.3	6.62005839055e-06	1.0	0.0
,,group_6518	20.3	6.62005839055e-06	1.0	0.0
,,group_7843	20.3	6.62005839055e-06	1.0	0.0
,,group_14265	20.3	6.62005839055e-06	1.0	0.0
,,group_30772	20.3	6.62005839055e-06	1.0	0.0
,,group_38820	20.3	6.62005839055e-06	1.0	0.0
,,group_38809	20.3	6.62005839055e-06	1.0	0.0
,,group_21216	20.3	6.62005839055e-06	1.0	0.0
,,group_36300	20.3	6.62005839055e-06	1.0	0.0
,,group_36538	20.3	6.62005839055e-06	1.0	0.0
,,group_21110	20.3	6.62005839055e-06	1.0	0.0
,,group_21102	20.3	6.62005839055e-06	1.0	0.0
,,group_21050	20.3	6.62005839055e-06	1.0	0.0
,,group_21213	20.3	6.62005839055e-06	1.0	0.0
,,group_31006	20.3	6.62005839055e-06	1.0	0.0
,,group_20986	20.3	6.62005839055e-06	1.0	0.0
,,group_36553	20.3	6.62005839055e-06	1.0	0.0
,,group_21190	20.3	6.62005839055e-06	1.0	0.0
,,potA_5	20.3	6.62005839055e-06	1.0	0.0
,,group_38796	20.3	6.62005839055e-06	1.0	0.0
,,group_21133	20.3	6.62005839055e-06	1.0	0.0
,,group_20997	20.3	6.62005839055e-06	1.0	0.0
,,group_21177	20.3	6.62005839055e-06	1.0	0.0
,,clpB_2	20.3	6.62005839055e-06	1.0	0.0
,,group_21115	20.3	6.62005839055e-06	1.0	0.0
,,group_38775	20.3	6.62005839055e-06	1.0	0.0
,,group_30766	20.3	6.62005839055e-06	1.0	0.0
,,group_32024	20.3	6.62005839055e-06	1.0	0.0
,,group_4612	20.3	6.62005839055e-06	1.0	0.0
,,group_21017	20.3	6.62005839055e-06	1.0	0.0
,,group_31009	20.3	6.62005839055e-06	1.0	0.0
,,group_21107	20.3	6.62005839055e-06	1.0	0.0
,,group_3357	20.3	6.62005839055e-06	1.0	0.0
,,group_38831	20.3	6.62005839055e-06	1.0	0.0
,,group_38792	20.3	6.62005839055e-06	1.0	0.0
,,group_30778	20.3	6.62005839055e-06	1.0	0.0
,,group_38815	20.3	6.62005839055e-06	1.0	0.0
,,group_21014	20.3	6.62005839055e-06	1.0	0.0
,,group_21049	20.3	6.62005839055e-06	1.0	0.0
,,hmuV_1	20.3	6.62005839055e-06	1.0	0.0
,,group_32169	20.3	6.62005839055e-06	1.0	0.0
,,group_30723	20.3	6.62005839055e-06	1.0	0.0
,,group_21111	20.3	6.62005839055e-06	1.0	0.0
,,group_7930	20.3	6.62005839055e-06	1.0	0.0
,,group_38829	20.3	6.62005839055e-06	1.0	0.0
,,group_38824	20.3	6.62005839055e-06	1.0	0.0
,,group_20174	20.3	6.62005839055e-06	1.0	0.0
,,group_8927	20.3	6.62005839055e-06	1.0	0.0
,,group_21097	20.3	6.62005839055e-06	1.0	0.0
,,catE	20.3	6.62005839055e-06	1.0	0.0
,,group_36524	20.3	6.62005839055e-06	1.0	0.0
,,group_21194	20.3	6.62005839055e-06	1.0	0.0
,,group_38766	20.3	6.62005839055e-06	1.0	0.0
,,prr_1	20.3	6.62005839055e-06	1.0	0.0
,,group_8208	20.3	6.62005839055e-06	1.0	0.0
,,group_36551	20.3	6.62005839055e-06	1.0	0.0
,,ycaD_4	20.3	6.62005839055e-06	1.0	0.0
,,group_38840	20.3	6.62005839055e-06	1.0	0.0
,,group_36528	20.3	6.62005839055e-06	1.0	0.0
,,group_30782	20.3	6.62005839055e-06	1.0	0.0
,,group_36544	20.3	6.62005839055e-06	1.0	0.0
,,group_9560	20.3	6.62005839055e-06	1.0	0.0
,,group_21023	20.3	6.62005839055e-06	1.0	0.0
,,group_21184	20.3	6.62005839055e-06	1.0	0.0
,,group_32187	20.3	6.62005839055e-06	1.0	0.0
,,group_21121	20.3	6.62005839055e-06	1.0	0.0
