feature	score	p-value	#I-out-of-206	#O-out-of-220
,,group_2233	12.2514795373	0.000464889400874	52.0	24.0
,,group_9986	12.2514795373	0.000464889400874	52.0	24.0
,,soj_4	12.2514795373	0.000464889400874	52.0	24.0
,,group_7170	12.2514795373	0.000464889400874	52.0	24.0
,,group_21825	12.2514795373	0.000464889400874	52.0	24.0
,,group_9984	12.2514795373	0.000464889400874	52.0	24.0
,,group_1377	12.2514795373	0.000464889400874	52.0	24.0
,,group_6414	12.2514795373	0.000464889400874	52.0	24.0
,,group_11711	12.2514795373	0.000464889400874	52.0	24.0
,,group_11708	12.2514795373	0.000464889400874	52.0	24.0
,,group_13678	12.1638423066	0.000487248985478	4.0	23.0
,,group_10862	12.1504501324	0.000490760185224	14.0	1.0
,,group_16672	12.132038835	0.000495629041265	49.0	22.0
,,group_21827	12.132038835	0.000495629041265	49.0	22.0
,,group_21824	12.132038835	0.000495629041265	49.0	22.0
,,group_21832	12.132038835	0.000495629041265	49.0	22.0
,,group_3756	12.132038835	0.000495629041265	49.0	22.0
,,group_6204	12.132038835	0.000495629041265	49.0	22.0
,,group_21830	12.132038835	0.000495629041265	49.0	22.0
,,group_7210	12.132038835	0.000495629041265	49.0	22.0
,,group_21828	12.132038835	0.000495629041265	49.0	22.0
,,group_21829	12.132038835	0.000495629041265	49.0	22.0
,,group_16670	12.132038835	0.000495629041265	49.0	22.0
,,group_4189	12.132038835	0.000495629041265	49.0	22.0
,,oprM_7	12.132038835	0.000495629041265	49.0	22.0
,,group_226	12.132038835	0.000495629041265	49.0	22.0
,,group_7836	12.0963673892	0.000505201519645	81.0	46.0
,,group_2501	12.0820829656	0.000509086892985	60.0	30.0
,,group_21937	12.0356254513	0.000521933181646	46.0	20.0
,,group_21971	12.0356254513	0.000521933181646	46.0	20.0
,,group_16737	12.0356254513	0.000521933181646	46.0	20.0
,,intS_4	12.0356254513	0.000521933181646	46.0	20.0
,,group_21935	12.0356254513	0.000521933181646	46.0	20.0
,,group_16710	12.0356254513	0.000521933181646	46.0	20.0
,,group_21936	12.0356254513	0.000521933181646	46.0	20.0
,,group_13813	11.9888485301	0.000535198491113	53.0	25.0
,,group_22297	11.9522766212	0.000545806477838	37.0	14.0
,,group_22296	11.9522766212	0.000545806477838	37.0	14.0
,,group_16671	11.8525928254	0.000575811180341	50.0	23.0
PA14_32830,,rhsC_2	11.81180664	0.000588562931882	38.0	79.0
,,group_11432	11.7394571933	0.000611888670332	54.0	26.0
,,group_2379	11.736214371	0.000612955759231	47.0	21.0
,,group_13844	11.736214371	0.000612955759231	47.0	21.0
,,group_11755	11.6444458454	0.000643945144042	44.0	19.0
,,group_4782	11.6134560585	0.000654763691642	27.0	8.0
,,group_21858	11.5937058694	0.00066175408835	35.0	13.0
,,group_2827	11.5881659312	0.00066372840201	51.0	24.0
,,group_21898	11.5836518854	0.000665341508062	41.0	17.0
,,group_6223	11.5625988776	0.000672917317468	38.0	15.0
PA14_33650,pvdD,dhbF_2	11.5524186285	0.00067661181836	71.0	125.0
PA14_33690,pvdE,yojI	11.5524186285	0.00067661181836	71.0	125.0
,,group_637	11.5235909721	0.000687185168945	17.0	46.0
,,ptlH	11.4913101226	0.000699223324916	67.0	36.0
,,ptlF_1	11.4850915231	0.000701566721239	3.0	20.0
,,group_4170	11.4640459355	0.000709556493364	59.0	30.0
,,group_895	11.4640459355	0.000709556493364	59.0	30.0
,,group_8408	11.454036061	0.000713388850442	48.0	22.0
,,group_209	11.4165662235	0.000727921057865	81.0	47.0
,,hin_1	11.4165662235	0.000727921057865	81.0	47.0
,,ptlF_3	11.3593612092	0.000750686389043	1.0	15.0
,,group_1944	11.3593612092	0.000750686389043	1.0	15.0
,,group_21934	11.3410279041	0.000758133495619	45.0	20.0
,,group_16720	11.3410279041	0.000758133495619	45.0	20.0
,,intS_5	11.3410279041	0.000758133495619	45.0	20.0
,,group_21942	11.3410279041	0.000758133495619	45.0	20.0
,,group_16717	11.3410279041	0.000758133495619	45.0	20.0
,,group_21969	11.3410279041	0.000758133495619	45.0	20.0
,,topB_2	11.3375878314	0.000759539171078	52.0	25.0
,,group_11703	11.3375878314	0.000759539171078	52.0	25.0
,,group_17468	11.3187453323	0.00076728540422	4.0	22.0
,,group_3364	11.3187453323	0.00076728540422	4.0	22.0
,,group_9614	11.3187453323	0.00076728540422	4.0	22.0
