feature	score	p-value	#I-out-of-334	#O-out-of-92
,,group_35661	13.8370346264	0.00019936759084	3.0	7.0
,,group_35630	13.8370346264	0.00019936759084	3.0	7.0
,,group_35644	13.8370346264	0.00019936759084	3.0	7.0
,,group_18973	13.8370346264	0.00019936759084	3.0	7.0
,,group_35650	13.8370346264	0.00019936759084	3.0	7.0
,,group_35656	13.8370346264	0.00019936759084	3.0	7.0
,,group_35652	13.8370346264	0.00019936759084	3.0	7.0
,,group_35634	13.8370346264	0.00019936759084	3.0	7.0
,,group_35536	13.8370346264	0.00019936759084	3.0	7.0
,,group_34824	13.8370346264	0.00019936759084	3.0	7.0
,,group_35636	13.8370346264	0.00019936759084	3.0	7.0
,,group_19072	13.8370346264	0.00019936759084	3.0	7.0
,,group_34825	13.8370346264	0.00019936759084	3.0	7.0
,,group_35658	13.8370346264	0.00019936759084	3.0	7.0
,,group_7033	13.8370346264	0.00019936759084	3.0	7.0
,,group_35662	13.8370346264	0.00019936759084	3.0	7.0
,,group_35540	13.8370346264	0.00019936759084	3.0	7.0
,,group_19042	13.8370346264	0.00019936759084	3.0	7.0
,,group_35659	13.8370346264	0.00019936759084	3.0	7.0
,,group_35655	13.8370346264	0.00019936759084	3.0	7.0
,,group_17856	13.8370346264	0.00019936759084	3.0	7.0
,,group_35642	13.8370346264	0.00019936759084	3.0	7.0
,,group_35531	13.8370346264	0.00019936759084	3.0	7.0
,,group_35641	13.8370346264	0.00019936759084	3.0	7.0
,,group_35651	13.8370346264	0.00019936759084	3.0	7.0
,,group_35645	13.8370346264	0.00019936759084	3.0	7.0
,,group_19115	13.8370346264	0.00019936759084	3.0	7.0
,,group_35530	13.8370346264	0.00019936759084	3.0	7.0
,,group_35535	13.8370346264	0.00019936759084	3.0	7.0
,,group_35608	13.8370346264	0.00019936759084	3.0	7.0
,,group_35635	13.8370346264	0.00019936759084	3.0	7.0
,,group_35654	13.8370346264	0.00019936759084	3.0	7.0
,,group_35648	13.8370346264	0.00019936759084	3.0	7.0
,,group_35653	13.8370346264	0.00019936759084	3.0	7.0
,,group_35660	13.8370346264	0.00019936759084	3.0	7.0
,,group_35637	13.8370346264	0.00019936759084	3.0	7.0
,,group_35643	13.8370346264	0.00019936759084	3.0	7.0
PA14_59290,pilQ2,tcpT	13.6677627134	0.000218167720057	143.0	15.0
PA14_59310,pilR2,tcpE	13.6677627134	0.000218167720057	143.0	15.0
PA14_59360,pilM2,group_1276	13.5782221347	0.000228824859974	148.0	16.0
,,group_1163	13.5060531112	0.000237795158356	1.0	5.0
,,group_664	13.5060531112	0.000237795158356	1.0	5.0
,,group_32165	13.5060531112	0.000237795158356	1.0	5.0
,,group_5316	13.5045189125	0.000237989651455	52.0	32.0
,,group_35619	13.4746810726	0.000241804288129	2.0	6.0
,,group_35620	13.4746810726	0.000241804288129	2.0	6.0
,,sigV	13.4746810726	0.000241804288129	2.0	6.0
,,group_35610	13.4746810726	0.000241804288129	2.0	6.0
,,group_19156	13.4746810726	0.000241804288129	2.0	6.0
,,group_35616	13.4746810726	0.000241804288129	2.0	6.0
,,group_35602	13.4746810726	0.000241804288129	2.0	6.0
,,group_35609	13.4746810726	0.000241804288129	2.0	6.0
,,group_35618	13.4746810726	0.000241804288129	2.0	6.0
,,group_35625	13.4746810726	0.000241804288129	2.0	6.0
,,group_35604	13.4746810726	0.000241804288129	2.0	6.0
,,group_35624	13.4746810726	0.000241804288129	2.0	6.0
,,group_14518	13.4746810726	0.000241804288129	2.0	6.0
,,group_40106	13.4746810726	0.000241804288129	2.0	6.0
,,nhaA_2	13.4746810726	0.000241804288129	2.0	6.0
,,group_35603	13.4746810726	0.000241804288129	2.0	6.0
,,group_35621	13.4746810726	0.000241804288129	2.0	6.0
,,group_35612	13.4746810726	0.000241804288129	2.0	6.0
,,group_35623	13.4746810726	0.000241804288129	2.0	6.0
,,group_35613	13.4746810726	0.000241804288129	2.0	6.0
,,sigL	13.4746810726	0.000241804288129	2.0	6.0
,,group_35611	13.4746810726	0.000241804288129	2.0	6.0
,,group_35614	13.4746810726	0.000241804288129	2.0	6.0
,,group_920	13.4380044259	0.00024657777307	69.0	39.0
,,group_579	13.4380044259	0.00024657777307	69.0	39.0
,,group_16553	13.4060275252	0.000250817024881	34.0	24.0
,,group_5711	13.3460036449	0.000258973920032	43.0	28.0
,,pcaR_1	13.3460036449	0.000258973920032	43.0	28.0
,,cmpD_1	13.3460036449	0.000258973920032	43.0	28.0
,,carAa	13.3460036449	0.000258973920032	43.0	28.0
,,group_8565	13.2829069134	0.000267836884709	32.0	23.0
