feature	score	p-value	#I-out-of-135	#O-out-of-14
PA14_00230,smf	83.0068263559	8.17705165127e-20	5193.0	765.0
PA14_03320	82.9141074378	8.56973833793e-20	3680.0	199.0
PA14_28020	82.826710251	8.95714095002e-20	5243.0	771.0
PA14_64290	82.697520856	9.56211040711e-20	5662.0	823.0
PA14_41540,nirD	81.6615799344	1.61502752324e-19	3973.0	609.0
PA14_45980,yjaB	81.400562633	1.8430546279e-19	4780.0	711.0
PA14_28810	81.1531073446	2.08890273291e-19	3528.0	189.0
PA14_44520,ydgF	80.7577570193	2.55154475281e-19	4771.0	709.0
PA14_26870	80.7224601353	2.5975297046e-19	4676.0	697.0
PA14_26360,btuC	80.1483020159	3.47337011081e-19	6431.0	914.0
PA14_26230,hisQ	80.123448834	3.51733410963e-19	4492.0	673.0
PA14_47150,cyoE	80.0899474395	3.57747851823e-19	5282.0	772.0
PA14_51530,exoU	79.9934344518	3.75655912586e-19	5834.0	378.0
PA14_03400	79.9555555556	3.82926966223e-19	771.0	0.0
PA14_37460	79.7069125202	4.34278629358e-19	5166.0	757.0
PA14_11590	79.6935877786	4.37217296648e-19	5738.0	828.0
PA14_38310	78.9013219315	6.52910524657e-19	5352.0	779.0
PA14_19720	78.7257695983	7.13586287104e-19	4151.0	628.0
PA14_37810,pcoB	78.4096946637	8.37401877357e-19	3942.0	601.0
PA14_03330	78.3647043911	8.56692729272e-19	3233.0	169.0
PA14_21620,oprP	78.3013029251	8.84634891772e-19	5359.0	779.0
PA14_51520,spcU	78.0804202902	9.89297179332e-19	5814.0	379.0
PA14_48380	77.9988981193	1.03098049803e-18	3899.0	595.0
PA14_10080	75.800883681	3.13760641238e-18	622.0	142.0
PA14_31350	75.6460141729	3.3936030154e-18	5986.0	397.0
PA14_36860	75.1171914115	4.43587014279e-18	6063.0	861.0
PA14_30980	74.9339941237	4.86717054434e-18	895.0	9.0
PA14_55480,hxcX	74.7557823283	5.32695262838e-18	4271.0	638.0
PA14_48930	74.7383771818	5.37412306594e-18	1853.0	322.0
PA14_37420	74.5794823713	5.82454094175e-18	5024.0	732.0
PA14_31250	74.085727501	7.47971736203e-18	1062.0	19.0
PA14_69510	73.8003017653	8.64333865778e-18	2242.0	374.0
PA14_39720	73.5268852751	9.92747084722e-18	5133.0	744.0
PA14_34170	73.2794195251	1.12535226644e-17	7434.0	525.0
PA14_17850,fadB	72.7528032059	1.46949356892e-17	5223.0	754.0
PA14_55510,hxcP	71.8594745866	2.31081319335e-17	6368.0	893.0
PA14_14550	71.4804741467	2.80015473935e-17	1992.0	338.0
PA14_15270	70.6182187766	4.33495201063e-17	3942.0	591.0
PA14_46800	69.9930443889	5.95139448282e-17	4957.0	717.0
PA14_37880	69.9874446845	5.96831322442e-17	5281.0	757.0
PA14_37470	69.9225021539	6.16807856683e-17	4974.0	719.0
PA14_37000,cupA5	69.84714128	6.40829061343e-17	4476.0	657.0
PA14_44190	69.749977637	6.7318618997e-17	5414.0	773.0
PA14_35840	69.5227483558	7.55382559414e-17	3542.0	203.0
PA14_41490,nasT	69.3171724972	8.38364563662e-17	4957.0	716.0
PA14_13900	69.0501824416	9.59896551921e-17	1285.0	36.0
PA14_18520,algK	68.8614402548	1.05630061785e-16	4407.0	647.0
PA14_37530	68.6212383849	1.19312201605e-16	5469.0	778.0
PA14_63750	68.5612320765	1.22998512456e-16	5895.0	830.0
PA14_06420	68.1928242069	1.48264310577e-16	5450.0	775.0
PA14_41480,nasS	68.1399989896	1.52289913545e-16	5876.0	827.0
PA14_06430	67.8691167372	1.74716406824e-16	5855.0	824.0
PA14_55550	67.7452049501	1.86048719906e-16	5309.0	757.0
PA14_54120	67.5573218506	2.04649841828e-16	6007.0	842.0
PA14_03100	67.26967013	2.36796406372e-16	5136.0	735.0
PA14_57990	67.2086977043	2.44234238639e-16	5708.0	805.0
PA14_54750	66.3956320523	3.68918735454e-16	3812.0	569.0
PA14_46010	66.3712645534	3.73507663439e-16	7442.0	1013.0
PA14_13490	66.3340290367	3.80630461118e-16	5523.0	781.0
PA14_27840	66.0292156521	4.44288305134e-16	4367.0	638.0
PA14_58740	65.4831481253	5.86130260397e-16	1983.0	331.0
PA14_39000	65.3615752536	6.23426688972e-16	5503.0	777.0
PA14_34710	65.1634810469	6.89352433333e-16	4530.0	657.0
PA14_17820	64.4199763758	1.00533680223e-15	5696.0	799.0
PA14_53870	64.3039202561	1.06633357952e-15	5994.0	835.0
PA14_17860,paaH	64.2267710774	1.10891677342e-15	6533.0	900.0
PA14_53570	64.189253357	1.13023572121e-15	5656.0	386.0
PA14_51640	64.0323778486	1.2239115877e-15	8408.0	627.0
PA14_55340,exbD2	64.0004632996	1.24389955988e-15	5161.0	733.0
PA14_59240,pilL2	63.6568489239	1.48093217252e-15	4451.0	645.0
PA14_59120	63.4596517376	1.63685427605e-15	338.0	88.0
PA14_13940	63.1377661586	1.92742906573e-15	6263.0	440.0
PA14_64560	62.9778321555	2.09046143081e-15	2425.0	387.0
PA14_61510	62.8231633326	2.26123789029e-15	4964.0	707.0
PA14_30910,trbE	62.7681295081	2.32531276665e-15	6807.0	488.0
PA14_35850	62.638557023	2.48343682288e-15	3342.0	195.0
PA14_49540	62.5737499103	2.56651565023e-15	4027.0	251.0
PA14_37640	62.4039789603	2.79757432597e-15	5526.0	775.0
PA14_30990	62.2922052044	2.96094741696e-15	842.0	13.0
PA14_37440	62.1299687966	3.2152094874e-15	5785.0	806.0
PA14_34790	62.0184324064	3.40257420931e-15	4730.0	677.0
PA14_13280,moeA1	61.8708772955	3.66733475052e-15	5525.0	774.0
PA14_05775	61.5132993784	4.39762706229e-15	3301.0	498.0
PA14_20380,phnI	61.5058715828	4.41424825146e-15	5637.0	787.0
PA14_32640	61.386372993	4.69045636794e-15	4860.0	692.0
PA14_10410	61.3770708437	4.71266913597e-15	5056.0	716.0
PA14_47870	61.3435653325	4.79355339e-15	3955.0	580.0
PA14_20390,phnJ	60.8286341681	6.22656294719e-15	5828.0	809.0
PA14_61530,csuC	60.7492771	6.48269196957e-15	5458.0	764.0
PA14_10280	60.7308867572	6.54353664505e-15	4616.0	661.0
PA14_02510,exbD1	60.6916252351	6.67535262546e-15	6236.0	858.0
PA14_10920,dad	60.6035408254	6.98083300813e-15	5017.0	710.0
PA14_31240	60.5845395612	7.04854267062e-15	2949.0	452.0
PA14_40160,nuoA	60.5419900078	7.20255768098e-15	6855.0	932.0
PA14_18550,alg44	60.5106731475	7.31806108506e-15	4570.0	655.0
PA14_45060	60.4469290333	7.55892003099e-15	5528.0	772.0
PA14_27290	60.2106481481	8.52298759952e-15	4655.0	665.0
PA14_49610	60.1297262247	8.88069347983e-15	5015.0	709.0
PA14_64790,vanK	59.896176643	9.9995515494e-15	6631.0	904.0
PA14_13260,moaB1	59.8907778124	1.00270189024e-14	6173.0	849.0
PA14_18510,algE	59.8866266725	1.0048189768e-14	4529.0	649.0
PA14_35890	59.6837805619	1.11390783303e-14	6518.0	468.0
PA14_48350	59.5875926779	1.16970290047e-14	4614.0	659.0
PA14_13960	59.4139417364	1.27760741129e-14	337.0	86.0
PA14_71190	59.0934936867	1.50355572046e-14	5522.0	769.0
PA14_36350	58.9493691138	1.61781710325e-14	6029.0	830.0
PA14_51890	58.8022365463	1.74342983346e-14	6389.0	873.0
PA14_47030	58.7669241413	1.77500183075e-14	4714.0	670.0
PA14_10870	58.7178564575	1.81982402447e-14	5420.0	756.0
